TimeCreated,Id,LevelDisplayName,ProviderName,Message
2025-11-18 12:08:39,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:08:42,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:08:46,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:08:55,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:01,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:09,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:16,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:19,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:26,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:28,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:31,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:33,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:35,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:38,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:43,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:46,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:51,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:09:54,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:10:02,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:10:04,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:10:09,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:10:11,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:10:19,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:10:25,4625,Information,Microsoft-Windows-Security-Auditing,An account failed to log on. Logon Type: 3 (Network). Account Name: Administrator. Source Network Address: 10.10.14.8. Failure Reason: Unknown user name or bad password. Status: 0xC000006A. Workstation Name: KALI.
2025-11-18 12:10:30,4624,Information,Microsoft-Windows-Security-Auditing,An account was successfully logged on. Logon Type: 3 (Network). Account Name: Administrator. Account Domain: WIN11-VIC. Source Network Address: 10.10.14.8. Logon ID: 0x3E9A41.
2025-11-18 12:10:30,4672,Information,Microsoft-Windows-Security-Auditing,"Special privileges assigned to new logon. Account Name: Administrator. Privileges: SeDebugPrivilege, SeTcbPrivilege, SeBackupPrivilege."
2025-11-18 12:11:01,7045,Information,Service Control Manager,A service was installed in the system. Service Name: WinTel Update Svc. Service File Name: C:\Windows\Temp\wintelsvc.exe -k netsvc. Service Type: user mode service. Start Type: auto start. Account: LocalSystem.
2025-11-18 12:11:19,4720,Information,Microsoft-Windows-Security-Auditing,A user account was created. New Account Name: svc_helpdesk. Account Domain: WIN11-VIC. Created by: Administrator.
2025-11-18 12:11:22,4732,Information,Microsoft-Windows-Security-Auditing,A member was added to a security-enabled local group. Group Name: Administrators. Member: WIN11-VIC\svc_helpdesk. By: Administrator.
2025-11-18 12:11:24,4738,Information,Microsoft-Windows-Security-Auditing,A user account was changed. Target Account: svc_helpdesk. PasswordNeverExpires set. Changed by: Administrator.
2025-11-18 12:12:24,1102,Information,Microsoft-Windows-Eventlog,The audit log was cleared. Subject Account Name: Administrator. Subject Domain: WIN11-VIC. Logon ID: 0x3E9A41.
